Price,Close,High,Low,Open,Volume
Ticker,M6E=F,M6E=F,M6E=F,M6E=F,M6E=F
Date,,,,,
2020-02-25,1.089400053024292,1.090399980545044,1.0843000411987305,1.0865000486373901,10366
2020-02-26,1.0911999940872192,1.0922000408172607,1.0867999792099,1.0891000032424927,12886
2020-02-27,1.0997999906539917,1.101699948310852,1.0889999866485596,1.089400053024292,15552
2020-02-28,1.1039999723434448,1.1064000129699707,1.0960999727249146,1.1014000177383423,22359
2020-03-02,1.117300033569336,1.1194000244140625,1.1039999723434448,1.1059000492095947,24975
2020-03-03,1.1187000274658203,1.1222000122070312,1.1104999780654907,1.1153000593185425,28392
2020-03-04,1.1145999431610107,1.1194000244140625,1.110200047492981,1.1181000471115112,15149
2020-03-05,1.1207000017166138,1.1253000497817993,1.1124999523162842,1.1139999628067017,14219
2020-03-06,1.132200002670288,1.1363999843597412,1.1217000484466553,1.123900055885315,25338
2020-03-09,1.1466000080108643,1.1502000093460083,1.132200002670288,1.132200002670288,44839
2020-03-10,1.1299999952316284,1.1461999416351318,1.1277999877929688,1.1449999809265137,30329
2020-03-11,1.1283999681472778,1.1368999481201172,1.126099944114685,1.1295000314712524,18509
2020-03-12,1.117799997329712,1.1334999799728394,1.1055999994277954,1.1266000270843506,40472
2020-03-13,1.107300043106079,1.1220999956130981,1.1026999950408936,1.1172000169754028,3175
2020-03-16,1.1135499477386475,1.123900055885315,1.1109000444412231,1.118899941444397,30504
2020-03-17,1.1050000190734863,1.1243000030517578,1.1002999544143677,1.1239999532699585,30112
2020-03-18,1.0927000045776367,1.1094000339508057,1.0851000547409058,1.1043000221252441,33654
2020-03-19,1.0719000101089478,1.1033999919891357,1.0706000328063965,1.0951000452041626,53883
2020-03-20,1.0691499710083008,1.0871000289916992,1.0673999786376953,1.0746999979019165,48616
2020-03-23,1.0772000551223755,1.0872000455856323,1.0670000314712524,1.0723999738693237,47435
2020-03-24,1.0800000429153442,1.0930999517440796,1.0770000219345093,1.0772000551223755,42943
2020-03-25,1.09089994430542,1.093400001525879,1.0800000429153442,1.0821000337600708,30548
2020-03-26,1.1080000400543213,1.1095000505447388,1.090999960899353,1.0917999744415283,33304
2020-03-27,1.1157000064849854,1.1187000274658203,1.0992000102996826,1.1067999601364136,34554
2020-03-30,1.1064000129699707,1.118299961090088,1.104599952697754,1.1169999837875366,27532
2020-03-31,1.1050000190734863,1.1087000370025635,1.095900058746338,1.1060999631881714,34521
2020-04-01,1.0957000255584717,1.1069999933242798,1.0930999517440796,1.1061999797821045,23986
2020-04-02,1.0872999429702759,1.0990999937057495,1.0844000577926636,1.0980000495910645,30033
2020-04-03,1.083400011062622,1.0881999731063843,1.0794999599456787,1.0880000591278076,21430
2020-04-06,1.0821000337600708,1.085800051689148,1.0789999961853027,1.083299994468689,21473
2020-04-07,1.0928000211715698,1.0951999425888062,1.0807000398635864,1.0817999839782715,24458
2020-04-08,1.0882999897003174,1.0924999713897705,1.0851999521255493,1.0913000106811523,17190
2020-04-09,1.0956000089645386,1.0972000360488892,1.0860999822616577,1.0880000591278076,21324
2020-04-13,1.0943000316619873,1.0986000299453735,1.0910999774932861,1.0968999862670898,13303
2020-04-14,1.100000023841858,1.1004999876022339,1.0925999879837036,1.0925999879837036,17033
2020-04-15,1.0938999652862549,1.1008000373840332,1.0872000455856323,1.100000023841858,18762
2020-04-16,1.0861999988555908,1.092900037765503,1.083299994468689,1.0927000045776367,20971
2020-04-17,1.0884000062942505,1.09089994430542,1.0827000141143799,1.087499976158142,19732
2020-04-20,1.0877000093460083,1.0911999940872192,1.0853999853134155,1.0889999866485596,15994
2020-04-21,1.086650013923645,1.0894999504089355,1.0829999446868896,1.0885000228881836,16665
2020-04-22,1.083299994468689,1.090000033378601,1.0815999507904053,1.0872000455856323,14855
2020-04-23,1.079800009727478,1.0859999656677246,1.076799988746643,1.0835000276565552,26411
2020-04-24,1.0810999870300293,1.0842000246047974,1.0738999843597412,1.0789999961853027,20823
2020-04-27,1.0844000577926636,1.0872000455856323,1.082200050354004,1.083299994468689,14581
2020-04-28,1.0846999883651733,1.090000033378601,1.0820000171661377,1.0842000246047974,17676
2020-04-29,1.0880999565124512,1.0894999504089355,1.0829999446868896,1.0831999778747559,16306
2020-04-30,1.0961999893188477,1.0981999635696411,1.0842000246047974,1.0886000394821167,28974
2020-05-01,1.0987000465393066,1.1029000282287598,1.0943000316619873,1.0963000059127808,13875
2020-05-04,1.0915000438690186,1.0983999967575073,1.0902999639511108,1.0983999967575073,16288
2020-05-05,1.0859999656677246,1.093500018119812,1.083400011062622,1.0911999940872192,27671
2020-05-06,1.0813000202178955,1.0852999687194824,1.0789999961853027,1.0848000049591064,16738
2020-05-07,1.0835000276565552,1.0842000246047974,1.0774999856948853,1.0807000398635864,16772
2020-05-08,1.0850000381469727,1.0884000062942505,1.082200050354004,1.0842000246047974,16541
2020-05-11,1.0816999673843384,1.0857000350952148,1.0808000564575195,1.0842000246047974,13034
2020-05-12,1.0860999822616577,1.0892000198364258,1.0791000127792358,1.0810999870300293,17223
2020-05-13,1.082200050354004,1.090399980545044,1.0817999839782715,1.0855000019073486,17670
2020-05-14,1.0788999795913696,1.0830999612808228,1.0779999494552612,1.0825999975204468,16049
2020-05-15,1.0820000171661377,1.0857000350952148,1.0793999433517456,1.0809999704360962,16172
2020-05-18,1.0920000076293945,1.0932999849319458,1.0805000066757202,1.0821000337600708,20400
2020-05-19,1.0951999425888062,1.0981999635696411,1.0907000303268433,1.0907000303268433,17383
2020-05-20,1.0992000102996826,1.1003999710083008,1.0923000574111938,1.0923999547958374,15197
2020-05-21,1.0960999727249146,1.1014000177383423,1.0942000150680542,1.0985000133514404,20418
2020-05-22,1.0892000198364258,1.095900058746338,1.0889999866485596,1.0953999757766724,14817
2020-05-26,1.0997999906539917,1.100000023841858,1.087499976158142,1.0902999639511108,27231
2020-05-27,1.0994999408721924,1.1035000085830688,1.0937999486923218,1.0980000495910645,30053
2020-05-28,1.1093000173568726,1.1097999811172485,1.0994999408721924,1.101099967956543,24869
2020-05-29,1.1101000308990479,1.114799976348877,1.107300043106079,1.108299970626831,27324
2020-06-01,1.1136000156402588,1.1157000064849854,1.1103999614715576,1.111799955368042,15891
2020-06-02,1.1174999475479126,1.1200000047683716,1.111799955368042,1.113700032234192,19231
2020-06-03,1.1240999698638916,1.126099944114685,1.1168999671936035,1.117300033569336,25690
2020-06-04,1.135200023651123,1.1365000009536743,1.1196999549865723,1.1239999532699585,38396
2020-06-05,1.1296000480651855,1.1385999917984009,1.128100037574768,1.1340999603271484,27149
2020-06-08,1.1305999755859375,1.132099986076355,1.1269999742507935,1.1295000314712524,19629
2020-06-09,1.1346999406814575,1.1366000175476074,1.1241999864578247,1.1296000480651855,26122
2020-06-10,1.1394000053405762,1.142300009727478,1.132200002670288,1.1333999633789062,27067
2020-06-11,1.1301000118255615,1.1404000520706177,1.1289000511169434,1.1378999948501587,35121
2020-06-12,1.1231000423431396,1.1341999769210815,1.121500015258789,1.129699945449829,4349
2020-06-15,1.1275999546051025,1.1275999546051025,1.1224000453948975,1.124500036239624,22229
2020-06-16,1.1296000480651855,1.1376999616622925,1.125,1.135200023651123,28332
2020-06-17,1.1253999471664429,1.131700038909912,1.1230000257492065,1.128600001335144,23097
2020-06-18,1.1231000423431396,1.1283999681472778,1.1208000183105469,1.1263999938964844,24340
2020-06-19,1.1208000183105469,1.1276999711990356,1.118899941444397,1.1230000257492065,28836
2020-06-22,1.1282000541687012,1.1291999816894531,1.11899995803833,1.1202000379562378,19911
2020-06-23,1.1332999467849731,1.1370999813079834,1.125499963760376,1.128600001335144,23832
2020-06-24,1.128000020980835,1.1346999406814575,1.1268999576568604,1.1331000328063965,25069
2020-06-25,1.1236000061035156,1.1279000043869019,1.121000051498413,1.1274000406265259,20703
2020-06-26,1.1246999502182007,1.1259000301361084,1.121399998664856,1.1234999895095825,17412
2020-06-29,1.1253999471664429,1.1306999921798706,1.1234999895095825,1.1241999864578247,20430
2020-06-30,1.1253999471664429,1.128100037574768,1.1208000183105469,1.1261999607086182,23711
2020-07-01,1.1263999938964844,1.1294000148773193,1.1202000379562378,1.125100016593933,20227
2020-07-02,1.1246000528335571,1.1319999694824219,1.1240999698638916,1.1269999742507935,19987
2020-07-06,1.1333999633789062,1.1363999843597412,1.126099944114685,1.1262999773025513,34102
2020-07-07,1.1303999423980713,1.1349999904632568,1.1275999546051025,1.1331000328063965,25064
2020-07-08,1.1353000402450562,1.1368000507354736,1.128000020980835,1.1289000511169434,21913
2020-07-09,1.1312999725341797,1.138700008392334,1.129699945449829,1.1353000402450562,26977
2020-07-10,1.131600022315979,1.1341999769210815,1.1270999908447266,1.1302000284194946,18690
2020-07-13,1.1369999647140503,1.13919997215271,1.131700038909912,1.132099986076355,22246
2020-07-14,1.1410000324249268,1.1424000263214111,1.1341999769210815,1.1365000009536743,23228
2020-07-15,1.142199993133545,1.1468000411987305,1.1406999826431274,1.1414999961853027,22621
2020-07-16,1.139299988746643,1.1455999612808228,1.1383999586105347,1.1425000429153442,22596
2020-07-17,1.1452000141143799,1.145900011062622,1.13919997215271,1.139799952507019,17254
2020-07-20,1.1455999612808228,1.1482000350952148,1.1416000127792358,1.1434999704360962,27704
2020-07-21,1.1545000076293945,1.155400037765503,1.1438000202178955,1.1460000276565552,33560
2020-07-22,1.1583000421524048,1.1615999937057495,1.1520999670028687,1.1543999910354614,32920
2020-07-23,1.1621999740600586,1.1639000177383423,1.155400037765503,1.1584999561309814,28169
2020-07-24,1.1649999618530273,1.167199969291687,1.159500002861023,1.1612000465393066,26625
2020-07-27,1.1763999462127686,1.1793999671936035,1.1655000448226929,1.1660000085830688,39374
2020-07-28,1.1735999584197998,1.1785999536514282,1.1711000204086304,1.1765999794006348,31349
2020-07-29,1.1778000593185425,1.1819000244140625,1.1726000308990479,1.1729999780654907,33431
2020-07-30,1.1848000288009644,1.1861000061035156,1.1742000579833984,1.1799999475479126,35333
2020-07-31,1.1799999475479126,1.1920000314712524,1.177299976348877,1.1855000257492065,44481
2020-08-03,1.1770999431610107,1.1806999444961548,1.1706000566482544,1.1785999536514282,29904
2020-08-04,1.1792000532150269,1.1815999746322632,1.173200011253357,1.1771999597549438,27118
2020-08-05,1.1871000528335571,1.191499948501587,1.180299997329712,1.180899977684021,30832
2020-08-06,1.1884000301361084,1.1926000118255615,1.1826000213623047,1.187399983406067,37850
2020-08-07,1.1791000366210938,1.1892999410629272,1.1763999462127686,1.1887999773025513,37535
2020-08-10,1.1753000020980835,1.180999994277954,1.174399971961975,1.1792999505996704,24114
2020-08-11,1.1754000186920166,1.1816999912261963,1.1729999780654907,1.1747000217437744,32964
2020-08-12,1.1792999505996704,1.1826000213623047,1.1719000339508057,1.1749000549316406,26589
2020-08-13,1.1806999444961548,1.1871999502182007,1.1792000532150269,1.1793999671936035,26283
2020-08-14,1.184499979019165,1.1857999563217163,1.1787999868392944,1.1819000244140625,20788
2020-08-17,1.1872999668121338,1.1887999773025513,1.1835999488830566,1.1848000288009644,17913
2020-08-18,1.1944999694824219,1.1972999572753906,1.1875,1.1877000331878662,28309
2020-08-19,1.1862000226974487,1.1958999633789062,1.1835999488830566,1.194000005722046,32100
2020-08-20,1.1857999563217163,1.1875,1.180799961090088,1.1848000288009644,29075
2020-08-21,1.1793999671936035,1.1887999773025513,1.1758999824523926,1.1868000030517578,33991
2020-08-24,1.179800033569336,1.1855000257492065,1.1789000034332275,1.179800033569336,22556
2020-08-25,1.1837999820709229,1.1849000453948975,1.1789000034332275,1.1794999837875366,24338
2020-08-26,1.1820000410079956,1.184399962425232,1.1776000261306763,1.1837999820709229,26517
2020-08-27,1.182800054550171,1.190600037574768,1.1765999794006348,1.1833000183105469,56703
2020-08-28,1.1894999742507935,1.1923999786376953,1.18149995803833,1.1821000576019287,40157
2020-08-31,1.194000005722046,1.1970000267028809,1.1887999773025513,1.190999984741211,31642
2020-09-01,1.1913000345230103,1.2015000581741333,1.1904000043869019,1.194000005722046,41798
2020-09-02,1.182800054550171,1.1931999921798706,1.1825000047683716,1.1917999982833862,37183
2020-09-03,1.1858999729156494,1.1866999864578247,1.1791000366210938,1.1854000091552734,34549
2020-09-04,1.1852999925613403,1.1868000030517578,1.1782000064849854,1.1852999925613403,31004
2020-09-08,1.1783000230789185,1.1850999593734741,1.1766999959945679,1.183899998664856,40579
2020-09-09,1.180899977684021,1.1835999488830566,1.1754000186920166,1.1775000095367432,29679
2020-09-10,1.1826000213623047,1.1917999982833862,1.1801999807357788,1.1805000305175781,48270
2020-09-11,1.1830999851226807,1.187399983406067,1.1818000078201294,1.1819000244140625,4662
2020-09-14,1.1881999969482422,1.188599944114685,1.183500051498413,1.1842999458312988,16860
2020-09-15,1.1877000331878662,1.1922999620437622,1.1862000226974487,1.1892000436782837,23757
2020-09-16,1.1821000576019287,1.190600037574768,1.1811000108718872,1.187000036239624,38724
2020-09-17,1.1861000061035156,1.187399983406067,1.1758999824523926,1.183899998664856,38265
2020-09-18,1.187399983406067,1.1892000436782837,1.1848000288009644,1.1865999698638916,21132
2020-09-21,1.1776000261306763,1.1892999410629272,1.1751999855041504,1.1866999864578247,33727
2020-09-22,1.1726000308990479,1.1792999505996704,1.1711000204086304,1.1791000366210938,32459
2020-09-23,1.167799949645996,1.1739000082015991,1.1670000553131104,1.1729999780654907,33798
2020-09-24,1.1685999631881714,1.170699954032898,1.1646000146865845,1.1676000356674194,29442
2020-09-25,1.164199948310852,1.170300006866455,1.1632000207901,1.1690000295639038,22874
2020-09-28,1.1683000326156616,1.1698999404907227,1.1634000539779663,1.1648000478744507,21963
2020-09-29,1.1756000518798828,1.1763999462127686,1.1679999828338623,1.1679999828338623,26817
2020-09-30,1.1735999584197998,1.177299976348877,1.170300006866455,1.1759999990463257,31592
2020-10-01,1.1763999462127686,1.1787999868392944,1.1734999418258667,1.1740000247955322,25506
2020-10-02,1.1729999780654907,1.1764999628067017,1.1713000535964966,1.1763999462127686,25815
2020-10-05,1.1792999505996704,1.181399941444397,1.1726000308990479,1.1730999946594238,18092
2020-10-06,1.1770000457763672,1.1823999881744385,1.1748000383377075,1.1794999837875366,23634
2020-10-07,1.1784000396728516,1.179900050163269,1.1741000413894653,1.1749999523162842,16748
2020-10-08,1.177299976348877,1.1797000169754028,1.1748000383377075,1.1780999898910522,16254
2020-10-09,1.1841000318527222,1.1848000288009644,1.17739999294281,1.1776000261306763,20667
2020-10-12,1.1825000047683716,1.1842000484466553,1.1801999807357788,1.1832000017166138,18658
2020-10-13,1.1759999990463257,1.1829999685287476,1.1746000051498413,1.1828999519348145,18698
2020-10-14,1.1765999794006348,1.1786999702453613,1.1734000444412231,1.1758999824523926,17873
2020-10-15,1.1712000370025635,1.1771999597549438,1.170199990272522,1.1764999628067017,20435
2020-10-16,1.17330002784729,1.1761000156402588,1.170799970626831,1.1723999977111816,18786
2020-10-19,1.1782000064849854,1.180799961090088,1.1715999841690063,1.1734999418258667,25178
2020-10-20,1.184000015258789,1.1855000257492065,1.177299976348877,1.1780999898910522,22446
2020-10-21,1.1875,1.1893999576568604,1.18340003490448,1.18340003490448,21535
2020-10-22,1.1830999851226807,1.187999963760376,1.1823999881744385,1.187600016593933,18394
2020-10-23,1.1871999502182007,1.1877000331878662,1.179900050163269,1.18340003490448,20093
2020-10-26,1.1826000213623047,1.1872999668121338,1.18149995803833,1.1871000528335571,16854
2020-10-27,1.1825000047683716,1.1854000091552734,1.180400013923645,1.1822999715805054,15286
2020-10-28,1.176300048828125,1.1800999641418457,1.1728999614715576,1.1800999641418457,24047
2020-10-29,1.1682000160217285,1.1770000457763672,1.166100025177002,1.1756999492645264,27349
2020-10-30,1.1655000448226929,1.1714999675750732,1.1650999784469604,1.1683000326156616,23291
2020-11-02,1.164199948310852,1.166599988937378,1.1632000207901,1.1653000116348267,14221
2020-11-03,1.1717000007629395,1.1749999523162842,1.1648000478744507,1.1651999950408936,22367
2020-11-04,1.1734999418258667,1.1782000064849854,1.1612999439239502,1.1735999584197998,39322
2020-11-05,1.1848000288009644,1.186900019645691,1.1720000505447388,1.17330002784729,35844
2020-11-06,1.1892000436782837,1.1900999546051025,1.1805000305175781,1.183500051498413,37501
2020-11-09,1.1841000318527222,1.1928999423980713,1.180400013923645,1.1894999742507935,46356
2020-11-10,1.1821999549865723,1.1852999925613403,1.1789000034332275,1.1827000379562378,25467
2020-11-11,1.1783000230789185,1.1842000484466553,1.1754000186920166,1.1825000047683716,28182
2020-11-12,1.18149995803833,1.1830999851226807,1.1765999794006348,1.1785999536514282,20761
2020-11-13,1.1841000318527222,1.184499979019165,1.1806000471115112,1.18149995803833,14807
2020-11-16,1.184999942779541,1.187600016593933,1.1821000576019287,1.184399962425232,19471
2020-11-17,1.1871999502182007,1.1900999546051025,1.1849000453948975,1.1861000061035156,18173
2020-11-18,1.187000036239624,1.1897000074386597,1.1856000423431396,1.1868000030517578,16579
2020-11-19,1.1881999969482422,1.1888999938964844,1.1822999715805054,1.1856000423431396,17920
2020-11-20,1.186400055885315,1.1898000240325928,1.1855000257492065,1.187999963760376,16372
2020-11-23,1.1848000288009644,1.1912000179290771,1.1805000305175781,1.1862000226974487,26152
2020-11-24,1.1887999773025513,1.1901999711990356,1.1842999458312988,1.184499979019165,18304
2020-11-25,1.192199945449829,1.1934000253677368,1.1886999607086182,1.1898000240325928,22995
2020-11-27,1.1960999965667725,1.1966999769210815,1.1890000104904175,1.1916999816894531,27563
2020-11-30,1.195099949836731,1.200700044631958,1.1928000450134277,1.1966999769210815,28606
2020-12-01,1.2051000595092773,1.2080999612808228,1.1933000087738037,1.1933000087738037,27397
2020-12-02,1.2101999521255493,1.2122000455856323,1.204300045967102,1.2077000141143799,29482
2020-12-03,1.2144999504089355,1.2177000045776367,1.2102999687194824,1.2116999626159668,26907
2020-12-04,1.2139999866485596,1.217900037765503,1.2111999988555908,1.2145999670028687,24792
2020-12-07,1.2121000289916992,1.2167999744415283,1.2079999446868896,1.2127000093460083,21449
2020-12-08,1.2106000185012817,1.2136000394821167,1.2096999883651733,1.2110999822616577,17980
2020-12-09,1.2073999643325806,1.214900016784668,1.205899953842163,1.2107000350952148,21489
2020-12-10,1.2134000062942505,1.21589994430542,1.2075999975204468,1.2079999446868896,25559
2020-12-11,1.211300015449524,1.2163000106811523,1.2106000185012817,1.2142000198364258,7891
2020-12-14,1.2134499549865723,1.2171000242233276,1.2117999792099,1.2117999792099,24406
2020-12-15,1.2187000513076782,1.2197999954223633,1.214900016784668,1.2175999879837036,22627
2020-12-16,1.2194000482559204,1.2240999937057495,1.2156000137329102,1.2180999517440796,33109
2020-12-17,1.2294000387191772,1.2303999662399292,1.222000002861023,1.222599983215332,22954
2020-12-18,1.2272000312805176,1.2300000190734863,1.2254999876022339,1.2300000190734863,20909
2020-12-21,1.2280000448226929,1.2283999919891357,1.21589994430542,1.2266000509262085,43922
2020-12-22,1.2194000482559204,1.2288999557495117,1.2186000347137451,1.2266000509262085,30235
2020-12-23,1.220900058746338,1.225100040435791,1.2186000347137451,1.2196999788284302,28223
2020-12-24,1.2210999727249146,1.2243000268936157,1.2206000089645386,1.2217999696731567,11054
2020-12-28,1.2232999801635742,1.2278000116348267,1.2208000421524048,1.2211999893188477,26252
2020-12-29,1.2276999950408936,1.2300000190734863,1.2233999967575073,1.2233999967575073,27930
2020-12-30,1.2309000492095947,1.2330000400543213,1.2272000312805176,1.2274999618530273,33193
