Price,Close,High,Low,Open,Volume
Ticker,DX=F,DX=F,DX=F,DX=F,DX=F
Date,,,,,
2020-01-02,96.5250015258789,96.55999755859375,96.0999984741211,96.13999938964844,17442
2020-01-03,96.52100372314453,96.79499816894531,96.3949966430664,96.44000244140625,12636
2020-01-06,96.3499984741211,96.58499908447266,96.2300033569336,96.56500244140625,10956
2020-01-07,96.7020034790039,96.79499816894531,96.30999755859375,96.37000274658203,11605
2020-01-08,96.99600219726562,97.04000091552734,96.5250015258789,96.55999755859375,13725
2020-01-09,97.16200256347656,97.2750015258789,96.95500183105469,96.98500061035156,11371
2020-01-10,97.0780029296875,97.30000305175781,97.00499725341797,97.1449966430664,10771
2020-01-13,97.05999755859375,97.24500274658203,97.0199966430664,97.0999984741211,8531
2020-01-14,97.09400177001953,97.30500030517578,97.04499816894531,97.08999633789062,8810
2020-01-15,96.95999908447266,97.18000030517578,96.88500213623047,97.09500122070312,10975
2020-01-16,97.06199645996094,97.11499786376953,96.81500244140625,96.93499755859375,11834
2020-01-17,97.35900115966797,97.41000366210938,97.01000213623047,97.06999969482422,12417
2020-01-21,97.29399871826172,97.41999816894531,97.1500015258789,97.38500213623047,11007
2020-01-22,97.29499816894531,97.45999908447266,97.1500015258789,97.37999725341797,12487
2020-01-23,97.48400115966797,97.58999633789062,97.18499755859375,97.30500030517578,18074
2020-01-24,97.6500015258789,97.73999786376953,97.44999694824219,97.48999786376953,16245
2020-01-27,97.76699829101562,97.80000305175781,97.58999633789062,97.63999938964844,17918
2020-01-28,97.83499908447266,97.9749984741211,97.71499633789062,97.74500274658203,10150
2020-01-29,97.81900024414062,98.00499725341797,97.76000213623047,97.77999877929688,10092
2020-01-30,97.70600128173828,97.91000366210938,97.62000274658203,97.86000061035156,15514
2020-01-31,97.21299743652344,97.79000091552734,97.16500091552734,97.68499755859375,19448
2020-02-03,97.625,97.75499725341797,97.2300033569336,97.24500274658203,18794
2020-02-04,97.80899810791016,97.8550033569336,97.63500213623047,97.6449966430664,11601
2020-02-05,98.15799713134766,98.18000030517578,97.76000213623047,97.80000305175781,18141
